pair_id,article_a_id,article_b_id,event_a_id,event_b_id,category,difficulty,relationship_type,article_a_title,article_a_text,article_b_title,article_b_text,date_a,date_b,location_a,location_b,entities_a,entities_b,ground_truth,reason
P0212,P021-C,P021-A,POL_021,POL_021,Politics,medium,different_source,Details Emerge on Frost's Education Funding Package,"The education funding bill Governor Frost signed this week allocates the bulk of new spending to teacher salaries and classroom technology, according to a breakdown released by the governor's office.",Governor Frost Signs Education Funding Bill,"Governor Elias Frost signed a bill Sunday directing an additional $800 million toward public school funding over the next three years, calling it a long-overdue investment.",2026-02-02,2026-02-01,Ridgeport,Ridgeport,Frost; education funding breakdown,Frost; education funding bill,SAME_EVENT,A details-focused follow-up on the same education funding bill signed a day earlier.
P0213,P021-A,P022-A,POL_021,POL_022,Politics,easy,same_entity_different_event,Governor Frost Signs Education Funding Bill,"Governor Elias Frost signed a bill Sunday directing an additional $800 million toward public school funding over the next three years, calling it a long-overdue investment.",Frost Vetoes Separate Agriculture Subsidy Bill,"Governor Frost vetoed an agriculture subsidy bill Wednesday, citing cost concerns, a decision unrelated to the education funding measure he signed earlier this year.",2026-02-01,2026-04-01,Ridgeport,Ridgeport,Frost; education bill,Frost; agriculture veto,DIFFERENT_EVENT,"Same governor, but signing an education bill and vetoing an unrelated agriculture bill months later are separate events."
P0214,P021-A,P023-A,POL_021,POL_023,Politics,medium,same_topic_different_event,Governor Frost Signs Education Funding Bill,"Governor Elias Frost signed a bill Sunday directing an additional $800 million toward public school funding over the next three years, calling it a long-overdue investment.",Legislature Passes Separate Education Curriculum Bill,"State lawmakers passed a separate bill Friday updating public school curriculum standards, a measure unrelated to the funding legislation signed earlier in the month.",2026-02-01,2026-02-20,Ridgeport,Ridgeport,education funding bill,education curriculum bill,DIFFERENT_EVENT,"Both concern education policy passed in the same month, but a funding bill and a separate curriculum standards bill are distinct legislative actions."
P0215,P024-A,P025-A,POL_024,POL_025,Politics,medium,follow_up,Local Mayor Election Results Certified,"Election officials certified the results of the local mayoral race Friday, confirming a narrow win for the challenger over the two-term incumbent.",New Mayor Inaugurated Following Certified Election,"The newly elected mayor was sworn into office Wednesday, three weeks after election officials certified her narrow victory over the incumbent.",2026-05-01,2026-05-20,Undisclosed,Undisclosed,mayoral election; certification,new mayor; inauguration,SAME_EVENT,The inauguration is a direct continuation of the same certified election result described in the first article.
P0216,P024-A,P026-A,POL_024,POL_026,Politics,hard,different_incident,Local Mayor Election Results Certified,"Election officials certified the results of the local mayoral race Friday, confirming a narrow win for the challenger over the two-term incumbent.",Separate City's Mayoral Runoff Held,"A different city held its mayoral runoff election Sunday, unrelated to the mayoral race certified earlier this month in another jurisdiction.",2026-05-01,2026-05-10,Undisclosed,Different city,mayoral election; certification,different city; mayoral runoff,DIFFERENT_EVENT,"Both are mayoral election stories in the same period with similar framing, but they concern two entirely different cities and separate races."
P0217,P021-B,P027-A,POL_021,POL_027,Politics,hard,same_entities_different_date,Frost Enacts Major Education Funding Increase,"Elias Frost put his signature on legislation this week that boosts public school funding by $800 million, following months of budget negotiations with the legislature.",Frost Signs Expanded Education Funding Bill a Year Later,"Governor Frost signed another education funding bill Monday, a year after his previous measure, this time adding funds specifically for early childhood programs.",2026-02-01,2027-02-01,Ridgeport,Ridgeport,Frost; education funding bill,Frost; expanded education funding bill,DIFFERENT_EVENT,"Same governor and same general policy area, but the two education funding bills were signed a year apart and represent separate legislative actions."
P0218,P028-A,P029-A,POL_028,POL_029,Politics,medium,follow_up,Committee Holds Hearing on Healthcare Reform,"A Senate committee opened hearings Monday on a proposed healthcare reform package, hearing testimony from insurers, hospital administrators, and patient advocacy groups.",Healthcare Hearing Continues With Second Day of Testimony,"The Senate committee's healthcare reform hearing continued Tuesday with a second day of testimony, this time focused on rural hospital funding concerns.",2026-06-01,2026-06-02,National,National,Senate committee; healthcare hearing,Senate committee; second hearing day,SAME_EVENT,The second day of testimony is a direct continuation of the same committee hearing described in the first article.
P0219,P028-B,P028-A,POL_028,POL_028,Politics,hard,entity_normalization,Lawmakers Hear Testimony on Health Insurance Reform Plan,"The committee chair opened proceedings Monday on a proposed overhaul of health insurance regulations, taking testimony from a range of industry and advocacy witnesses.",Committee Holds Hearing on Healthcare Reform,"A Senate committee opened hearings Monday on a proposed healthcare reform package, hearing testimony from insurers, hospital administrators, and patient advocacy groups.",2026-06-01,2026-06-01,National,National,committee chair; health insurance hearing,Senate committee; healthcare hearing,SAME_EVENT,"The second article refers to the committee only via 'the committee chair' and describes the hearing without naming the panel directly, but covers the identical hearing described in the first article."
P0220,P025-A,P026-A,POL_025,POL_026,Politics,very_hard,same_topic_different_event,New Mayor Inaugurated Following Certified Election,"The newly elected mayor was sworn into office Wednesday, three weeks after election officials certified her narrow victory over the incumbent.",Separate City's Mayoral Runoff Held,"A different city held its mayoral runoff election Sunday, unrelated to the mayoral race certified earlier this month in another jurisdiction.",2026-05-20,2026-05-10,Undisclosed,Different city,new mayor; inauguration,different city; mayoral runoff,DIFFERENT_EVENT,"Both are mayoral transition stories in the same period, but the inauguration concerns the original city's certified race while the second article is an unrelated runoff election in a different city."
P0221,B021-A,B021-B,BIZ_021,BIZ_021,Business,easy,paraphrase,"Coastal Mutual, Harbor Group Announce Merger Talks","Insurer Coastal Mutual confirmed Sunday it is in merger talks with rival Harbor Group, a deal that would create one of the largest regional insurers if completed.",Coastal Mutual in Talks to Merge With Harbor Group,"Coastal Mutual is exploring a merger with competitor Harbor Group, the company confirmed this week, though executives cautioned that talks remain in early stages.",2026-03-01,2026-03-01,Undisclosed,Undisclosed,Coastal Mutual; Harbor Group merger talks,Coastal Mutual; Harbor Group merger,SAME_EVENT,Both articles describe the same newly confirmed merger talks between Coastal Mutual and Harbor Group.
P0222,B021-C,B021-A,BIZ_021,BIZ_021,Business,medium,different_source,What a Coastal Mutual-Harbor Group Merger Could Mean,"Analysts weighed in this week on the potential merger between Coastal Mutual and Harbor Group, suggesting the combined company could gain significant pricing power in regional insurance markets if the deal announced Sunday goes through.","Coastal Mutual, Harbor Group Announce Merger Talks","Insurer Coastal Mutual confirmed Sunday it is in merger talks with rival Harbor Group, a deal that would create one of the largest regional insurers if completed.",2026-03-03,2026-03-01,Undisclosed,Undisclosed,Coastal Mutual; Harbor Group; analysts,Coastal Mutual; Harbor Group merger talks,SAME_EVENT,An analyst reaction piece about the same merger talks confirmed days earlier.
P0223,B021-A,B022-A,BIZ_021,BIZ_022,Business,easy,same_entity_different_event,"Coastal Mutual, Harbor Group Announce Merger Talks","Insurer Coastal Mutual confirmed Sunday it is in merger talks with rival Harbor Group, a deal that would create one of the largest regional insurers if completed.",Coastal Mutual Reports Quarterly Loss,"Coastal Mutual posted a quarterly loss Wednesday, citing higher-than-expected claims from recent severe weather events, unrelated to its ongoing merger discussions.",2026-03-01,2026-07-01,Undisclosed,Undisclosed,Coastal Mutual; merger talks,Coastal Mutual; quarterly loss,DIFFERENT_EVENT,"Same insurer, but merger talks and an unrelated quarterly earnings loss months later are separate events."
P0224,B021-A,B023-A,BIZ_021,BIZ_023,Business,medium,same_topic_different_event,"Coastal Mutual, Harbor Group Announce Merger Talks","Insurer Coastal Mutual confirmed Sunday it is in merger talks with rival Harbor Group, a deal that would create one of the largest regional insurers if completed.",Rival Insurer Harbor Group Raises Premiums Independently,"Harbor Group announced a premium increase Tuesday for its policyholders, a decision the company said was unrelated to its ongoing merger discussions with a competitor.",2026-03-01,2026-03-10,Undisclosed,Undisclosed,Coastal Mutual; Harbor Group merger,Harbor Group; premium increase,DIFFERENT_EVENT,"Both involve the same two insurers in the same general period, but the merger talks and an independent premium increase are distinct business events."
P0225,B024-A,B025-A,BIZ_024,BIZ_025,Business,medium,follow_up,Retail Sales Data Shows Strong Holiday Spending,"Government data released Monday showed holiday retail sales rose 4.2 percent compared to the prior year, exceeding most economists' forecasts.",Retail Sales Data Revised Upward,"The Commerce Department revised its holiday retail sales figures upward Tuesday, now showing a 4.8 percent increase after incorporating additional reporting from smaller retailers.",2026-01-05,2026-01-20,National,National,retail sales data; holiday spending,retail sales data; revision,SAME_EVENT,The revision is a direct continuation of the same holiday retail sales report described in the first article.
P0226,B024-A,B026-A,BIZ_024,BIZ_026,Business,hard,different_incident,Retail Sales Data Shows Strong Holiday Spending,"Government data released Monday showed holiday retail sales rose 4.2 percent compared to the prior year, exceeding most economists' forecasts.",Separate Retail Sales Report Covers Different Quarter,"A separate government report released Thursday covered retail sales for an entirely different quarter, unrelated to the holiday sales figures released earlier in the year.",2026-01-05,2026-04-05,National,National,retail sales data; holiday quarter,retail sales data; different quarter,DIFFERENT_EVENT,"Both are government retail sales reports with similar framing, but they cover two entirely different reporting periods months apart."
P0227,B021-B,B027-A,BIZ_021,BIZ_027,Business,hard,same_entities_different_date,Coastal Mutual in Talks to Merge With Harbor Group,"Coastal Mutual is exploring a merger with competitor Harbor Group, the company confirmed this week, though executives cautioned that talks remain in early stages.",Coastal Mutual Merger Talks Collapse a Year Later,"Coastal Mutual confirmed Monday that its merger talks with Harbor Group have collapsed, a year after the two insurers first announced they were exploring a deal.",2026-03-01,2027-03-01,Undisclosed,Undisclosed,Coastal Mutual; Harbor Group merger talks,Coastal Mutual; Harbor Group merger collapse,DIFFERENT_EVENT,"Same two companies and same underlying merger topic, but the initial talks announcement and the collapse of those talks a year later are separate news events."
P0228,B028-A,B029-A,BIZ_028,BIZ_029,Business,medium,follow_up,Tech Unicorn Fenwick Systems Prices IPO,"Fenwick Systems priced its initial public offering Friday at $34 per share, valuing the company at roughly $6 billion ahead of its market debut.",Fenwick Shares Surge in Market Debut,"Shares of Fenwick Systems jumped 28 percent in their first day of trading Monday, following the company's IPO pricing over the weekend.",2026-05-01,2026-05-02,"New York, USA","New York, USA",Fenwick Systems; IPO pricing,Fenwick Systems; market debut,SAME_EVENT,The market debut is a direct continuation of the same IPO process described in the first article.
P0229,B028-B,B028-A,BIZ_028,BIZ_028,Business,hard,different_detail_level,Behind Fenwick's $6 Billion IPO Valuation,"Fenwick Systems' IPO pricing this week caps a rapid rise for the eight-year-old software company, which counts several Fortune 500 firms among its customers, according to a prospectus filed ahead of the offering. Underwriters said demand for shares was strong enough that the company priced above its initial target range, with institutional investors accounting for the bulk of allocated shares. The company's founders will retain roughly 40 percent ownership following the offering, and proceeds are expected to fund international expansion and further investment in the company's research division.",Tech Unicorn Fenwick Systems Prices IPO,"Fenwick Systems priced its initial public offering Friday at $34 per share, valuing the company at roughly $6 billion ahead of its market debut.",2026-05-01,2026-05-01,"New York, USA","New York, USA",Fenwick Systems; IPO valuation details,Fenwick Systems; IPO pricing,SAME_EVENT,The second article provides much deeper background on the same IPO pricing event reported briefly in the first.
P0230,B025-A,B026-A,BIZ_025,BIZ_026,Business,very_hard,same_topic_different_event,Retail Sales Data Revised Upward,"The Commerce Department revised its holiday retail sales figures upward Tuesday, now showing a 4.8 percent increase after incorporating additional reporting from smaller retailers.",Separate Retail Sales Report Covers Different Quarter,"A separate government report released Thursday covered retail sales for an entirely different quarter, unrelated to the holiday sales figures released earlier in the year.",2026-01-20,2026-04-05,National,National,retail sales data; revision,retail sales data; different quarter,DIFFERENT_EVENT,"Both are government retail sales reports, but the revision concerns the original holiday-quarter data while the second article covers an entirely separate later quarter's figures."
P0231,SP022-A,SP022-B,SPORT_022,SPORT_022,Sports,easy,paraphrase,Elin Voss Wins Harborview City Marathon,"Elin Voss won the Harborview marathon Sunday, crossing the finish line in 2:19:04 to claim her third consecutive title at the race.",Voss Claims Third Straight Harborview Marathon Win,"Elin Voss extended her winning streak at the Harborview marathon to three years Sunday, finishing well ahead of the field in just over two hours and nineteen minutes.",2026-04-01,2026-04-01,Harborview,Harborview,Elin Voss; Harborview marathon,Elin Voss; marathon win,SAME_EVENT,Both describe the same Harborview marathon victory by Voss with the same finishing time.
P0232,SP022-C,SP022-A,SPORT_022,SPORT_022,Sports,medium,different_source,Course Records and Crowds: Inside This Year's Harborview Marathon,"This year's Harborview marathon drew a record field of over 30,000 runners, race organizers said, with Elin Voss's win marking her third consecutive title at the event and cementing her status as the race's most successful competitor in over a decade.",Elin Voss Wins Harborview City Marathon,"Elin Voss won the Harborview marathon Sunday, crossing the finish line in 2:19:04 to claim her third consecutive title at the race.",2026-04-02,2026-04-01,Harborview,Harborview,Harborview marathon; record field,Elin Voss; Harborview marathon,SAME_EVENT,A broader recap covering the same marathon and Voss's win reported the previous day.
P0233,SP022-A,SP023-A,SPORT_022,SPORT_023,Sports,easy,same_entity_different_event,Elin Voss Wins Harborview City Marathon,"Elin Voss won the Harborview marathon Sunday, crossing the finish line in 2:19:04 to claim her third consecutive title at the race.",Voss Announces Retirement From Competitive Racing,"Elin Voss announced her retirement from competitive marathon racing Tuesday, capping a career that included three consecutive Harborview titles.",2026-04-01,2026-09-01,Harborview,Undisclosed,Elin Voss; marathon win,Elin Voss; retirement,DIFFERENT_EVENT,"Same runner, but winning a race and announcing retirement months later are separate events."
P0234,SP022-A,SP024-A,SPORT_022,SPORT_024,Sports,medium,same_topic_different_event,Elin Voss Wins Harborview City Marathon,"Elin Voss won the Harborview marathon Sunday, crossing the finish line in 2:19:04 to claim her third consecutive title at the race.",Rival Marathon Held in Different City Same Weekend,"A separate marathon took place in a different city the same weekend as the Harborview race, drawing a smaller but competitive field of elite runners.",2026-04-01,2026-04-01,Harborview,Different city,Harborview marathon,different city; marathon,DIFFERENT_EVENT,"Both are marathon races held the same weekend, but they are two entirely separate events in different cities."
P0235,SP025-A,SP026-A,SPORT_025,SPORT_026,Sports,medium,follow_up,Frostbite Clinches Playoff Spot,"The Frostbite hockey club clinched a playoff berth Sunday with a 4-2 win, securing the franchise's first postseason appearance in five years.",Frostbite Wins First Playoff Round,"Frostbite advanced past the first round of the playoffs Friday, defeating their opponent in six games following their clinching win earlier in the season.",2026-03-01,2026-04-10,Undisclosed,Undisclosed,Frostbite; playoff clinch,Frostbite; playoff round win,SAME_EVENT,The playoff round win is a direct continuation of the same postseason run that began with the clinching win in the first article.
P0236,SP025-A,SP027-A,SPORT_025,SPORT_027,Sports,hard,different_incident,Frostbite Clinches Playoff Spot,"The Frostbite hockey club clinched a playoff berth Sunday with a 4-2 win, securing the franchise's first postseason appearance in five years.",Different Hockey Team Also Clinches Playoff Spot,"A separate team clinched its own playoff berth Tuesday, unrelated to Frostbite's clinching win earlier in the week, as the postseason picture continued to take shape.",2026-03-01,2026-03-03,Undisclosed,Undisclosed,Frostbite; playoff clinch,different team; playoff clinch,DIFFERENT_EVENT,"Both are playoff-clinching stories from the same week with similar language, but they involve two entirely different hockey teams."
P0237,SP022-B,SP028-A,SPORT_022,SPORT_028,Sports,hard,same_entities_different_date,Voss Claims Third Straight Harborview Marathon Win,"Elin Voss extended her winning streak at the Harborview marathon to three years Sunday, finishing well ahead of the field in just over two hours and nineteen minutes.",Voss Wins Harborview Marathon Again the Following Year,"Elin Voss won the Harborview marathon for a fourth consecutive year Sunday, extending her record at the race in what turned out to be her final competitive appearance.",2026-04-01,2027-04-01,Harborview,Harborview,Elin Voss; Harborview marathon,Elin Voss; fourth marathon win,DIFFERENT_EVENT,"Same runner and same race, but the two victories are separate annual editions of the marathon held a year apart."
P0238,SP029-A,SP030-A,SPORT_029,SPORT_030,Sports,medium,follow_up,Mika Solberg Wins Major Golf Tournament,"Golfer Mika Solberg won the major tournament Sunday, closing with a final-round 66 to capture the title by two strokes.",Solberg Discusses Winning Round After Tournament,"Mika Solberg spoke with reporters Monday about the final round that clinched her major title, describing a key eagle putt on the 15th hole as the turning point.",2026-06-01,2026-06-02,Undisclosed,Undisclosed,Mika Solberg; tournament win,Mika Solberg; post-win interview,SAME_EVENT,The post-tournament interview is directly about the same major win described in the first article.
P0239,SP029-B,SP029-A,SPORT_029,SPORT_029,Sports,hard,different_detail_level,Solberg's Final-Round Comeback for the Ages,"Mika Solberg's final-round 66 to win Sunday's major tournament capped a remarkable comeback, as she trailed by four strokes entering the day before a string of birdies on the back nine, including a crucial eagle on the par-5 15th hole, propelled her past the overnight leader. Caddies and fellow competitors described the round as one of the most composed final-day performances in recent tournament history, and Solberg herself credited a swing adjustment made earlier in the week for the turnaround. The win marks her second major title and moves her into the top five of the world rankings.",Mika Solberg Wins Major Golf Tournament,"Golfer Mika Solberg won the major tournament Sunday, closing with a final-round 66 to capture the title by two strokes.",2026-06-01,2026-06-01,Undisclosed,Undisclosed,Mika Solberg; comeback win detail,Mika Solberg; tournament win,SAME_EVENT,The second article provides an in-depth account of the same final-round win reported briefly in the first.
P0240,SP026-A,SP027-A,SPORT_026,SPORT_027,Sports,very_hard,same_topic_different_event,Frostbite Wins First Playoff Round,"Frostbite advanced past the first round of the playoffs Friday, defeating their opponent in six games following their clinching win earlier in the season.",Different Hockey Team Also Clinches Playoff Spot,"A separate team clinched its own playoff berth Tuesday, unrelated to Frostbite's clinching win earlier in the week, as the postseason picture continued to take shape.",2026-04-10,2026-03-03,Undisclosed,Undisclosed,Frostbite; playoff round win,different team; playoff clinch,DIFFERENT_EVENT,"Both are hockey postseason stories from the same general stretch, but Frostbite's playoff round victory and a different team's earlier clinching win are unrelated events involving different clubs."
P0241,SC021-A,SC021-B,SCI_021,SCI_021,Science,easy,paraphrase,Researchers Sequence Genome of Extinct Species,"A research team announced Sunday it has successfully sequenced the genome of an extinct species using preserved tissue samples, a feat scientists say could aid future de-extinction research.",Scientists Complete Genome Sequencing of Extinct Animal,"Researchers reported this week that they have fully sequenced the genetic code of a long-extinct species, using DNA extracted from remarkably well-preserved tissue samples.",2026-03-01,2026-03-01,Undisclosed,Undisclosed,extinct species genome; research team,extinct species; genome sequencing,SAME_EVENT,Both describe the same genome sequencing achievement for the same extinct species announced the same week.
P0242,SC021-C,SC021-A,SCI_021,SCI_021,Science,medium,different_source,How Scientists Cracked an Extinct Species' Genetic Code,"The genome sequencing project announced this week relied on a newly refined technique for extracting DNA from degraded tissue samples, the research team explained, a method that could be applied to other extinct species in future studies.",Researchers Sequence Genome of Extinct Species,"A research team announced Sunday it has successfully sequenced the genome of an extinct species using preserved tissue samples, a feat scientists say could aid future de-extinction research.",2026-03-03,2026-03-01,Undisclosed,Undisclosed,extinct species genome; technique,extinct species genome; research team,SAME_EVENT,A technique-focused follow-up on the same genome sequencing announcement reported days earlier.
P0243,SC021-A,SC022-A,SCI_021,SCI_022,Science,easy,same_entity_different_event,Researchers Sequence Genome of Extinct Species,"A research team announced Sunday it has successfully sequenced the genome of an extinct species using preserved tissue samples, a feat scientists say could aid future de-extinction research.",Same Research Team Sequences Different Ancient Species,"The same research group announced Saturday it has sequenced the genome of a different extinct species, unrelated to its earlier project completed months prior.",2026-03-01,2026-08-01,Undisclosed,Undisclosed,extinct species genome; research team,different extinct species; same team,DIFFERENT_EVENT,"Same research team, but sequencing two different extinct species months apart are separate discovery events."
P0244,SC021-A,SC023-A,SCI_021,SCI_023,Science,medium,same_topic_different_event,Researchers Sequence Genome of Extinct Species,"A research team announced Sunday it has successfully sequenced the genome of an extinct species using preserved tissue samples, a feat scientists say could aid future de-extinction research.",Different Lab Sequences Unrelated Modern Species Genome,"A separate laboratory announced its own genome sequencing achievement Tuesday, this time for a living species, unrelated to the extinct-species project reported earlier in the month.",2026-03-01,2026-03-10,Undisclosed,Undisclosed,extinct species genome; team,modern species genome; different lab,DIFFERENT_EVENT,"Both are genome sequencing stories published close together, but they involve different species and completely unrelated research teams."
P0245,SC024-A,SC025-A,SCI_024,SCI_025,Science,medium,follow_up,Antarctic Ice Core Study Reveals Climate History,"A new study of Antarctic ice cores published Sunday revealed detailed climate records stretching back over 800,000 years, offering fresh insight into past atmospheric carbon dioxide levels.",Researchers Publish Extended Analysis of Ice Core Data,"The team behind the Antarctic ice core study published an extended analysis Monday, drawing additional conclusions about historical temperature swings from the same dataset released earlier this year.",2026-02-01,2026-06-01,Antarctica,Antarctica,Antarctic ice core; climate history,ice core data; extended analysis,SAME_EVENT,The extended analysis is a direct continuation of the same ice core dataset and study described in the first article.
P0246,SC024-A,SC026-A,SCI_024,SCI_026,Science,hard,different_incident,Antarctic Ice Core Study Reveals Climate History,"A new study of Antarctic ice cores published Sunday revealed detailed climate records stretching back over 800,000 years, offering fresh insight into past atmospheric carbon dioxide levels.",Separate Arctic Ice Core Study Examines Different Region,"A different research team published its own ice core study Sunday, focused on the Arctic rather than Antarctica, unrelated to the earlier Antarctic climate history findings.",2026-02-01,2026-02-15,Antarctica,Arctic,Antarctic ice core study,Arctic ice core study,DIFFERENT_EVENT,"Both are ice core climate studies published close together with similar methodology, but they cover two different polar regions and separate research teams."
