pair_id,article_a_id,article_b_id,event_a_id,event_b_id,category,difficulty,relationship_type,article_a_title,article_a_text,article_b_title,article_b_text,date_a,date_b,location_a,location_b,entities_a,entities_b,ground_truth,reason
P0711,P120-A,P120-B,POL_120,POL_120,Politics,easy,paraphrase,Councilwoman Ortiz Leads Passage of Rent Stabilization Measure,"City Councilwoman Diane Ortiz helped pass a rent stabilization measure Tuesday, capping annual rent increases at 5 percent for most multifamily buildings.",Ortiz-Backed Rent Stabilization Measure Clears Council,"A rent stabilization measure championed by Councilwoman Diane Ortiz passed the city council this week, limiting annual rent increases to 5 percent citywide.",2026-03-01,2026-03-01,Undisclosed,Undisclosed,Diane Ortiz; rent stabilization measure,Diane Ortiz; rent stabilization,SAME_EVENT,Both articles describe the same rent stabilization measure passed by the council on the same date.
P0712,P120-C,P120-A,POL_120,POL_120,Politics,medium,different_source,What the New Rent Cap Means for Tenants,"The rent stabilization measure that passed this week exempts buildings constructed after 2020, according to a summary released by Ortiz's office, a carve-out that drew criticism from tenant advocacy groups.",Councilwoman Ortiz Leads Passage of Rent Stabilization Measure,"City Councilwoman Diane Ortiz helped pass a rent stabilization measure Tuesday, capping annual rent increases at 5 percent for most multifamily buildings.",2026-03-02,2026-03-01,Undisclosed,Undisclosed,rent stabilization measure; exemptions,Diane Ortiz; rent stabilization measure,SAME_EVENT,A details-focused follow-up on the same rent measure passed a day earlier.
P0713,P120-A,P121-A,POL_120,POL_121,Politics,easy,same_entity_different_event,Councilwoman Ortiz Leads Passage of Rent Stabilization Measure,"City Councilwoman Diane Ortiz helped pass a rent stabilization measure Tuesday, capping annual rent increases at 5 percent for most multifamily buildings.",Ortiz Opposes Unrelated Parking Reform Bill,"Councilwoman Diane Ortiz voted against a parking reform bill Friday, a measure unrelated to the rent stabilization legislation she championed earlier this year.",2026-03-01,2026-05-01,Undisclosed,Undisclosed,Ortiz; rent stabilization,Ortiz; parking reform vote,DIFFERENT_EVENT,"Same council member, but passing a rent measure and opposing an unrelated parking bill months later are separate events."
P0714,P120-A,P122-A,POL_120,POL_122,Politics,medium,same_topic_different_event,Councilwoman Ortiz Leads Passage of Rent Stabilization Measure,"City Councilwoman Diane Ortiz helped pass a rent stabilization measure Tuesday, capping annual rent increases at 5 percent for most multifamily buildings.",Different Council Member Introduces Separate Eviction Protection Bill,"A different council member introduced a separate eviction protection bill Tuesday, unrelated to the rent stabilization measure that passed earlier in the month.",2026-03-01,2026-03-10,Undisclosed,Undisclosed,rent stabilization measure; Ortiz,eviction protection bill; different member,DIFFERENT_EVENT,"Both concern housing-related legislation in the same month, but they are separate bills led by different council members."
P0715,P123-A,P124-A,POL_123,POL_124,Politics,medium,follow_up,Recall Election Scheduled for County Commissioner,Election officials scheduled a recall election Tuesday for a county commissioner facing allegations of misconduct.,Recall Election Results Confirmed,"The recall election concluded Saturday, with officials confirming voters removed the commissioner from office by a decisive margin.",2026-04-01,2026-04-25,Undisclosed,Undisclosed,recall election; county commissioner,recall election results,SAME_EVENT,The results confirmation is a direct continuation of the same recall election described in the first article.
P0716,P123-A,P125-A,POL_123,POL_125,Politics,hard,different_incident,Recall Election Scheduled for County Commissioner,Election officials scheduled a recall election Tuesday for a county commissioner facing allegations of misconduct.,Different County Holds Unrelated Recall Election,"A separate county held its own recall election Sunday, unrelated to the commissioner recall scheduled elsewhere earlier in the month.",2026-04-01,2026-04-05,Undisclosed,Different county,recall election; commissioner,different county; recall election,DIFFERENT_EVENT,"Both are recall election stories from the same general period with similar framing, but they concern two entirely different counties and officials."
P0717,P120-B,P126-A,POL_120,POL_126,Politics,hard,same_entities_different_date,Ortiz-Backed Rent Stabilization Measure Clears Council,"A rent stabilization measure championed by Councilwoman Diane Ortiz passed the city council this week, limiting annual rent increases to 5 percent citywide.",Ortiz Leads Passage of Second Rent Measure a Year Later,"Councilwoman Diane Ortiz helped pass a second rent-related measure Monday, a year after her original stabilization bill, this time targeting short-term rental conversions.",2026-03-01,2027-03-01,Undisclosed,Undisclosed,Ortiz; rent stabilization measure,Ortiz; second rent measure,DIFFERENT_EVENT,"Same council member and similar policy area, but the two rent-related measures passed a year apart are separate legislative events."
P0718,P127-A,P129-A,POL_127,POL_129,Politics,medium,follow_up,Regulator Announces New Emissions Reporting Rule,A federal regulator announced Monday a new rule requiring large companies to disclose detailed greenhouse gas emissions data annually.,Emissions Reporting Rule Enforcement Begins,"Enforcement of the new emissions reporting rule began Wednesday, a month after its announcement, with companies required to submit their first disclosures by year's end.",2026-06-01,2026-07-01,National,National,regulator; emissions reporting rule,emissions reporting rule; enforcement,SAME_EVENT,The enforcement start is a direct continuation of the same emissions reporting rule announcement described in the first article.
P0719,P127-B,P127-A,POL_127,POL_127,Politics,hard,entity_normalization,Federal Body Mandates New Corporate Emissions Disclosures,"A federal regulatory body issued new requirements this week compelling large companies to report greenhouse gas emissions annually, part of a broader push for corporate climate transparency.",Regulator Announces New Emissions Reporting Rule,A federal regulator announced Monday a new rule requiring large companies to disclose detailed greenhouse gas emissions data annually.,2026-06-01,2026-06-01,National,National,federal body; emissions disclosure rule,regulator; emissions reporting rule,SAME_EVENT,The second article refers to the regulator only as 'a federal regulatory body' but describes the identical new emissions reporting rule.
P0720,P124-A,P125-A,POL_124,POL_125,Politics,very_hard,same_topic_different_event,Recall Election Results Confirmed,"The recall election concluded Saturday, with officials confirming voters removed the commissioner from office by a decisive margin.",Different County Holds Unrelated Recall Election,"A separate county held its own recall election Sunday, unrelated to the commissioner recall scheduled elsewhere earlier in the month.",2026-04-25,2026-04-05,Undisclosed,Different county,recall election results,different county; recall election,DIFFERENT_EVENT,"Both are recall-election-related stories from the same general period, but the results confirmation concerns the original commissioner recall while the second article is an unrelated recall in a different county."
P0721,B120-A,B120-B,BIZ_120,BIZ_120,Business,easy,paraphrase,Electronics Retailer CircuitBase Announces Layoffs,"Electronics retailer CircuitBase announced layoffs Monday affecting 800 employees, roughly 10 percent of its workforce, citing softening consumer demand.",CircuitBase Cuts 800 Jobs Amid Weak Demand,"CircuitBase confirmed this week it is cutting 800 positions, about a tenth of its workforce, as the electronics retailer grapples with slowing sales.",2026-02-01,2026-02-01,Undisclosed,Undisclosed,CircuitBase; layoffs,CircuitBase; job cuts,SAME_EVENT,Both articles describe the same CircuitBase layoffs announced on the same date.
P0722,B120-C,B120-A,BIZ_120,BIZ_120,Business,medium,different_source,Which CircuitBase Divisions Are Hit Hardest by Layoffs,"The layoffs CircuitBase announced this week fall most heavily on its retail operations division, according to an internal memo reviewed by reporters, with corporate and e-commerce roles largely spared.",Electronics Retailer CircuitBase Announces Layoffs,"Electronics retailer CircuitBase announced layoffs Monday affecting 800 employees, roughly 10 percent of its workforce, citing softening consumer demand.",2026-02-02,2026-02-01,Undisclosed,Undisclosed,CircuitBase; layoff breakdown,CircuitBase; layoffs,SAME_EVENT,A department-breakdown follow-up about the same layoffs announced a day earlier.
P0723,B120-A,B121-A,BIZ_120,BIZ_121,Business,easy,same_entity_different_event,Electronics Retailer CircuitBase Announces Layoffs,"Electronics retailer CircuitBase announced layoffs Monday affecting 800 employees, roughly 10 percent of its workforce, citing softening consumer demand.",CircuitBase Opens New Distribution Center,"CircuitBase announced Monday it is opening a new distribution center, a decision unrelated to the layoffs it announced earlier in the year.",2026-02-01,2026-06-01,Undisclosed,Undisclosed,CircuitBase; layoffs,CircuitBase; new distribution center,DIFFERENT_EVENT,"Same retailer, but announcing layoffs and opening an unrelated new distribution center months later are separate events."
P0724,B120-A,B122-A,BIZ_120,BIZ_122,Business,medium,same_topic_different_event,Electronics Retailer CircuitBase Announces Layoffs,"Electronics retailer CircuitBase announced layoffs Monday affecting 800 employees, roughly 10 percent of its workforce, citing softening consumer demand.",Rival Retailer TechMart Also Announces Layoffs,"Competing electronics retailer TechMart announced its own layoffs Wednesday, entering a cost-cutting wave shortly after a rival's similar announcement.",2026-02-01,2026-02-10,Undisclosed,Undisclosed,CircuitBase; layoffs,TechMart; layoffs,DIFFERENT_EVENT,"Both are electronics retailer layoff announcements within days of each other, but from two separate, competing companies."
P0725,B123-A,B124-A,BIZ_123,BIZ_124,Business,medium,follow_up,Commodity Prices Spike After Supply Disruption,"Global commodity prices spiked Monday after a major supply disruption at a key production hub, with copper and aluminum prices both surging.",Markets Absorb Commodity Price Spike,"Stock markets showed mixed reaction Tuesday to the commodity price spike, with materials companies gaining while manufacturers relying on the inputs saw shares fall.",2026-03-01,2026-03-02,Global,Global,commodity prices; supply disruption,markets; commodity price reaction,SAME_EVENT,The market reaction is directly tied to the same commodity price spike described in the first article.
P0726,B123-A,B125-A,BIZ_123,BIZ_125,Business,hard,different_incident,Commodity Prices Spike After Supply Disruption,"Global commodity prices spiked Monday after a major supply disruption at a key production hub, with copper and aluminum prices both surging.",Separate Commodity Sees Price Drop for Unrelated Reasons,"A different commodity saw prices drop sharply Sunday due to unrelated demand concerns, separate from the supply-driven spike reported elsewhere earlier in the month.",2026-03-01,2026-03-15,Global,Global,commodity prices; supply disruption,different commodity; price drop,DIFFERENT_EVENT,"Both are commodity price movement stories in the same month, but they involve two entirely different commodities driven by unrelated factors."
P0727,B120-B,B126-A,BIZ_120,BIZ_126,Business,hard,same_entities_different_date,CircuitBase Cuts 800 Jobs Amid Weak Demand,"CircuitBase confirmed this week it is cutting 800 positions, about a tenth of its workforce, as the electronics retailer grapples with slowing sales.",CircuitBase Announces Second Round of Layoffs a Year Later,"CircuitBase announced another round of layoffs Sunday, a year after its previous cuts, again citing softening consumer demand.",2026-02-01,2027-02-01,Undisclosed,Undisclosed,CircuitBase; original layoffs,CircuitBase; second round of layoffs,DIFFERENT_EVENT,"Same retailer and similar circumstances, but the two layoff announcements occurred a year apart and are separate business events."
P0728,B127-A,B129-A,BIZ_127,BIZ_129,Business,medium,follow_up,Insurer PrimeCover Announces New Underwriting Platform,"Insurer PrimeCover announced Friday a new AI-powered underwriting platform, claiming it can process policy applications up to five times faster than existing systems.",PrimeCover Rolls Out Underwriting Platform Nationwide,"PrimeCover completed its nationwide rollout of the AI underwriting platform Saturday, three months after the technology's initial announcement.",2026-04-01,2026-07-01,Undisclosed,Undisclosed,PrimeCover; underwriting platform announcement,PrimeCover; nationwide rollout,SAME_EVENT,The nationwide rollout is a direct continuation of the same underwriting platform described in the first article.
P0729,B127-B,B127-A,BIZ_127,BIZ_127,Business,hard,different_detail_level,How PrimeCover's New AI Underwriting System Works,"The underwriting platform PrimeCover announced this week uses a machine learning model trained on millions of historical claims to assess risk factors that traditional underwriting methods often miss, company engineers explained, a capability the insurer says allows faster approvals without sacrificing accuracy. Early internal testing showed the system reduced average processing time from several days to under an hour for standard policy types, though the company said complex commercial policies would still require human review. PrimeCover said it plans to expand the platform to additional insurance products next year.",Insurer PrimeCover Announces New Underwriting Platform,"Insurer PrimeCover announced Friday a new AI-powered underwriting platform, claiming it can process policy applications up to five times faster than existing systems.",2026-04-02,2026-04-01,Undisclosed,Undisclosed,PrimeCover; platform technical details,PrimeCover; underwriting platform announcement,SAME_EVENT,The second article provides much richer technical detail about the same platform announcement reported briefly in the first.
P0730,B124-A,B125-A,BIZ_124,BIZ_125,Business,very_hard,same_topic_different_event,Markets Absorb Commodity Price Spike,"Stock markets showed mixed reaction Tuesday to the commodity price spike, with materials companies gaining while manufacturers relying on the inputs saw shares fall.",Separate Commodity Sees Price Drop for Unrelated Reasons,"A different commodity saw prices drop sharply Sunday due to unrelated demand concerns, separate from the supply-driven spike reported elsewhere earlier in the month.",2026-03-02,2026-03-15,Global,Global,markets; commodity price reaction,different commodity; price drop,DIFFERENT_EVENT,"Both are commodity-market-related stories from the same general period, but the market reaction concerns the original supply-driven spike while the second article is an unrelated price drop in a different commodity."
P0731,SP120-A,SP120-B,SPORT_120,SPORT_120,Sports,easy,paraphrase,Wrestler Talon Briggs Wins Heavyweight Title,"Wrestler Talon Briggs won the heavyweight championship Sunday, pinning the defending champion in the third period of a hard-fought final.",Briggs Claims Heavyweight Crown,"Talon Briggs captured the heavyweight title Sunday, securing a third-period pin over the reigning champion in a closely contested match.",2026-05-01,2026-05-01,Undisclosed,Undisclosed,Talon Briggs; heavyweight title,Talon Briggs; heavyweight crown,SAME_EVENT,Both describe the same heavyweight title win by Briggs via pin in the third period on the same date.
P0732,SP120-C,SP120-A,SPORT_120,SPORT_120,Sports,medium,different_source,Briggs' Path to the Heavyweight Title,"Talon Briggs' win Sunday caps a two-year climb through the rankings, a journey that included several near-misses before his breakthrough title victory.",Wrestler Talon Briggs Wins Heavyweight Title,"Wrestler Talon Briggs won the heavyweight championship Sunday, pinning the defending champion in the third period of a hard-fought final.",2026-05-02,2026-05-01,Undisclosed,Undisclosed,Talon Briggs; career path,Talon Briggs; heavyweight title,SAME_EVENT,A career-recap piece about the same title win reported a day earlier.
P0733,SP120-A,SP121-A,SPORT_120,SPORT_121,Sports,easy,same_entity_different_event,Wrestler Talon Briggs Wins Heavyweight Title,"Wrestler Talon Briggs won the heavyweight championship Sunday, pinning the defending champion in the third period of a hard-fought final.",Briggs Withdraws From Exhibition Match,"Talon Briggs withdrew from an upcoming exhibition match Monday, citing minor injury management, a decision unrelated to his title win earlier in the season.",2026-05-01,2026-07-01,Undisclosed,Undisclosed,Briggs; heavyweight title,Briggs; exhibition withdrawal,DIFFERENT_EVENT,"Same wrestler, but winning a title and withdrawing from a separate exhibition two months later are unrelated events."
P0734,SP120-A,SP122-A,SPORT_120,SPORT_122,Sports,medium,same_topic_different_event,Wrestler Talon Briggs Wins Heavyweight Title,"Wrestler Talon Briggs won the heavyweight championship Sunday, pinning the defending champion in the third period of a hard-fought final.",Different Wrestler Wins Separate Weight Class Title,"A different wrestler won a separate weight class title Thursday, unrelated to the heavyweight title won by a competitor earlier in the week.",2026-05-01,2026-05-05,Undisclosed,Undisclosed,Briggs; heavyweight title,different wrestler; separate weight class,DIFFERENT_EVENT,"Both are wrestling title wins within the same week, but by two different athletes in separate weight classes."
P0735,SP123-A,SP124-A,SPORT_123,SPORT_124,Sports,medium,follow_up,Soccer Club Meridian FC Signs Star Striker,"Soccer club Meridian FC announced Thursday it has signed a star striker on a five-year deal, a move fans have anticipated for months.",New Meridian FC Striker Scores on Debut,"Meridian FC's newly signed striker scored in his debut match Sunday, a 2-0 win that delighted supporters just days after his signing was announced.",2026-01-01,2026-01-05,Undisclosed,Undisclosed,Meridian FC; striker signing,Meridian FC; striker debut goal,SAME_EVENT,The debut goal is a direct continuation of the same striker signing described in the first article.
P0736,SP123-A,SP125-A,SPORT_123,SPORT_125,Sports,hard,different_incident,Soccer Club Meridian FC Signs Star Striker,"Soccer club Meridian FC announced Thursday it has signed a star striker on a five-year deal, a move fans have anticipated for months.",Different Club Also Signs Star Striker,"A separate soccer club signed its own star striker Saturday, an unrelated transfer made the same week as another club's high-profile signing.",2026-01-01,2026-01-03,Undisclosed,Undisclosed,Meridian FC; striker signing,different club; striker signing,DIFFERENT_EVENT,"Both are star striker signing stories from the same week with similar framing, but they involve two entirely different soccer clubs."
P0737,SP120-B,SP126-A,SPORT_120,SPORT_126,Sports,hard,same_entities_different_date,Briggs Claims Heavyweight Crown,"Talon Briggs captured the heavyweight title Sunday, securing a third-period pin over the reigning champion in a closely contested match.",Briggs Wins Heavyweight Title Again the Following Year,"Talon Briggs defended his heavyweight title Sunday, winning for a second consecutive year with another decisive pin.",2026-05-01,2027-05-01,Undisclosed,Undisclosed,Briggs; heavyweight title,Briggs; title defense,DIFFERENT_EVENT,"Same wrestler and same title, but the two championship wins are separate annual editions held a year apart."
P0738,SP127-A,SP128-A,SPORT_127,SPORT_128,Sports,medium,follow_up,Rower Wins Gold at International Regatta,"A rower won gold at the international regatta Sunday, edging out the defending champion by less than a boat length in a dramatic final sprint.",Rower Reflects on Dramatic Final Sprint,The rower who won Sunday's gold medal spoke to reporters Tuesday about the tense final 200 meters that decided the tightly contested race.,2026-06-01,2026-06-03,Undisclosed,Undisclosed,rower; regatta gold,rower; post-race interview,SAME_EVENT,The interview is directly about the same regatta win described in the first article.
P0739,SP127-B,SP127-A,SPORT_127,SPORT_127,Sports,hard,different_detail_level,Breaking Down the Final Sprint That Decided the Regatta,"Sunday's regatta came down to the final 200 meters, where the eventual gold medalist found an extra gear to overtake the defending champion in the last few strokes, coaches and analysts said. The margin of victory, just 0.8 seconds, was among the closest in the event's history, with commentators noting a stroke-rate increase in the final push that proved decisive. The winning rower credited a change in training regimen made earlier in the season for the improved finishing speed.",Rower Wins Gold at International Regatta,"A rower won gold at the international regatta Sunday, edging out the defending champion by less than a boat length in a dramatic final sprint.",2026-06-02,2026-06-01,Undisclosed,Undisclosed,rower; final sprint detail,rower; regatta gold,SAME_EVENT,The second article gives a detailed account of the same regatta finish reported briefly in the first.
P0740,SP124-A,SP125-A,SPORT_124,SPORT_125,Sports,very_hard,same_topic_different_event,New Meridian FC Striker Scores on Debut,"Meridian FC's newly signed striker scored in his debut match Sunday, a 2-0 win that delighted supporters just days after his signing was announced.",Different Club Also Signs Star Striker,"A separate soccer club signed its own star striker Saturday, an unrelated transfer made the same week as another club's high-profile signing.",2026-01-05,2026-01-03,Undisclosed,Undisclosed,Meridian FC; striker debut goal,different club; striker signing,DIFFERENT_EVENT,"Both are soccer signing-related stories from the same general stretch, but the debut goal concerns Meridian FC's striker while the second article is an unrelated signing at a different club."
P0741,SC120-A,SC120-B,SCI_120,SCI_120,Science,easy,paraphrase,Researchers Discover New Species of Deep-Cave Insect,"A team of biologists discovered a new species of deep-cave insect Sunday, found living in complete darkness over 300 meters underground.",New Cave-Dwelling Insect Species Found Deep Underground,Scientists reported this week the discovery of a previously unknown insect species living in total darkness more than 300 meters below the surface.,2026-02-01,2026-02-01,Undisclosed,Undisclosed,deep-cave insect; new species,cave-dwelling insect; discovery,SAME_EVENT,Both describe the same new cave insect species found at the same depth announced the same week.
P0742,SC120-C,SC120-A,SCI_120,SCI_120,Science,medium,different_source,How Scientists Found a New Species 300 Meters Underground,"The cave insect discovered this week was found during a multi-year survey of an unexplored cave system, researchers explained, a project that could reveal more undiscovered species in similar deep-cave environments.",Researchers Discover New Species of Deep-Cave Insect,"A team of biologists discovered a new species of deep-cave insect Sunday, found living in complete darkness over 300 meters underground.",2026-02-03,2026-02-01,Undisclosed,Undisclosed,deep-cave insect; survey project,deep-cave insect; new species,SAME_EVENT,A discovery-methodology follow-up about the same insect species announced earlier in the week.
P0743,SC120-A,SC121-A,SCI_120,SCI_121,Science,easy,same_entity_different_event,Researchers Discover New Species of Deep-Cave Insect,"A team of biologists discovered a new species of deep-cave insect Sunday, found living in complete darkness over 300 meters underground.",Same Team Discovers Different Cave Species,"The same research group announced Wednesday it has found a different new cave species in an unrelated cave system, separate from its earlier deep-cave insect discovery.",2026-02-01,2026-07-01,Undisclosed,Undisclosed,deep-cave insect; research team,different cave species; same team,DIFFERENT_EVENT,"Same research team, but discovering two different cave species in unrelated cave systems months apart are separate discovery events."
P0744,SC120-A,SC122-A,SCI_120,SCI_122,Science,medium,same_topic_different_event,Researchers Discover New Species of Deep-Cave Insect,"A team of biologists discovered a new species of deep-cave insect Sunday, found living in complete darkness over 300 meters underground.",Different Team Discovers Separate Cave Species,"A different research team announced its own cave species discovery Sunday, unrelated to the insect found earlier in the month by a different group.",2026-02-01,2026-02-15,Undisclosed,Undisclosed,deep-cave insect; team,different cave species; different team,DIFFERENT_EVENT,"Both are cave species discoveries published close together, but they involve different species and completely unrelated research teams."
P0745,SC123-A,SC124-A,SCI_123,SCI_124,Science,medium,follow_up,Researchers Detect Gravitational Wave Signal,"Astronomers detected a gravitational wave signal Sunday, likely originating from the merger of two neutron stars in a distant galaxy.",Follow-Up Analysis Confirms Neutron Star Merger Source,"A follow-up study published Saturday confirmed that the gravitational wave signal detected earlier this year did indeed originate from a neutron star merger, matching predictions.",2026-03-01,2026-08-01,Undisclosed,Undisclosed,gravitational wave; detection,gravitational wave; source confirmed,SAME_EVENT,The confirmation is a direct continuation of the same gravitational wave signal described in the first article.
P0746,SC123-A,SC125-A,SCI_123,SCI_125,Science,hard,different_incident,Researchers Detect Gravitational Wave Signal,"Astronomers detected a gravitational wave signal Sunday, likely originating from the merger of two neutron stars in a distant galaxy.",Different Gravitational Wave Signal Detected by Separate Team,"A separate research team detected an unrelated gravitational wave signal Friday, distinct from the signal reported earlier this year by a different group.",2026-03-01,2026-03-20,Undisclosed,Undisclosed,gravitational wave; detection,different gravitational wave; separate team,DIFFERENT_EVENT,"Both are gravitational wave detection stories from the same general period with similar framing, but they involve two entirely separate signals detected by different teams."
P0747,SC120-B,SC126-A,SCI_120,SCI_126,Science,hard,same_entities_different_date,New Cave-Dwelling Insect Species Found Deep Underground,Scientists reported this week the discovery of a previously unknown insect species living in total darkness more than 300 meters below the surface.,Cave Insect Research Team Discovers Related Species a Year Later,"The team behind the original cave insect discovery found a closely related species a year later in a nearby cave system, broadening understanding of the genus.",2026-02-01,2027-02-01,Undisclosed,Undisclosed,cave-dwelling insect; discovery,cave insect research team; related species,DIFFERENT_EVENT,"Same research team and related field of work, but the original discovery and the related species found a year later are distinct reported milestones."
P0748,SC127-A,SC129-A,SCI_127,SCI_129,Science,medium,follow_up,New Enzyme Discovered That Breaks Down Plastic Waste,Researchers announced Sunday the discovery of a new enzyme capable of breaking down certain plastics significantly faster than previously known enzymes.,Plastic-Eating Enzyme Licensed to Waste Management Company,"The newly discovered plastic-degrading enzyme has been licensed to a waste management company, researchers announced Saturday, five months after its initial discovery.",2026-04-01,2026-09-01,Undisclosed,Undisclosed,plastic-degrading enzyme; discovery,plastic-degrading enzyme; licensing,SAME_EVENT,The licensing announcement is a direct continuation of the same enzyme discovery described in the first article.
