pair_id,article_a_id,article_b_id,event_a_id,event_b_id,category,difficulty,relationship_type,article_a_title,article_a_text,article_b_title,article_b_text,date_a,date_b,location_a,location_b,entities_a,entities_b,ground_truth,reason
P0012,P003-A,P003-B,POL_003,POL_003,Politics,medium,different_source,Government Introduces AI Regulation Bill,"The government introduced legislation Tuesday aimed at regulating high-risk uses of artificial intelligence, including facial recognition and automated hiring tools. The bill would require companies to conduct impact assessments before deploying such systems.",New Bill Targets High-Risk AI Applications,Lawmakers unveiled a bill this week that would impose new oversight requirements on companies using AI for sensitive applications like hiring and biometric identification. Business groups have already signaled concerns about compliance costs.,2026-04-01,2026-04-02,"Westminster, UK","Westminster, UK",government; AI regulation bill,lawmakers; AI oversight bill,SAME_EVENT,"Both describe the same newly introduced AI regulation bill and its provisions, just from different outlets."
P0013,P001-A,P002-A,POL_001,POL_002,Politics,easy,same_person_different_event,PM Marsh Holds Talks With EU Leaders in Brussels,"Prime Minister Elena Marsh met with senior European Union officials in Brussels on Wednesday to discuss deepening economic cooperation. The talks touched on energy security and cross-border regulatory alignment, according to a readout from Marsh's office.",PM Marsh Announces New Trade Policy in London,"Prime Minister Elena Marsh unveiled a new trade policy framework Tuesday at a business summit in London, aimed at simplifying export procedures for small manufacturers. The announcement was separate from her recent diplomatic engagements abroad.",2026-03-04,2026-03-10,"Brussels, Belgium","London, UK",Elena Marsh,Elena Marsh; trade policy,DIFFERENT_EVENT,"The same prime minister appears in both articles, but a diplomatic meeting and a domestic trade policy announcement are unrelated events."
P0014,P003-A,P004-A,POL_003,POL_004,Politics,medium,same_topic_different_event,Government Introduces AI Regulation Bill,"The government introduced legislation Tuesday aimed at regulating high-risk uses of artificial intelligence, including facial recognition and automated hiring tools. The bill would require companies to conduct impact assessments before deploying such systems.",Government Proposes Separate AI Funding Program,"Separately from the regulatory bill under debate, the government proposed a $500 million fund Wednesday to support domestic AI research. Officials said the program is intended to keep pace with international competitors in the field.",2026-04-01,2026-04-15,"Westminster, UK","Westminster, UK",government; AI regulation,government; AI funding,DIFFERENT_EVENT,"Both concern government AI policy from the same body, but one is a regulatory bill and the other is a distinct funding initiative announced two weeks later."
P0015,P005-A,P005-B,POL_005,POL_005,Politics,medium,breaking_update,Daniel Cho Wins Opposition Party Leadership,"Daniel Cho was elected leader of the opposition party Monday, defeating two rivals in a closely watched internal vote held in Ottawa. Cho, a former finance critic, is expected to reshape the party's economic platform ahead of the next general election.",Party Members React to Cho's Leadership Win,"Supporters and rivals alike offered reactions Tuesday to Daniel Cho's victory in the opposition leadership race, with several senior members pledging to unite behind the new leader after a tightly contested campaign.",2026-02-10,2026-02-11,"Ottawa, Canada","Ottawa, Canada",Daniel Cho; opposition party,Daniel Cho; party members,SAME_EVENT,The second article is reaction coverage tied directly to Cho's leadership win reported in the first.
P0016,P006-A,P006-B,POL_006,POL_006,Politics,hard,different_source,Nationwide Election Results: Governing Coalition Retains Majority,"The governing coalition retained its parliamentary majority in Tuesday's nationwide election, according to results released early Wednesday. Turnout was reported at just under 62 percent, with the coalition securing 214 of 400 seats.",Ruling Coalition Holds On in National Vote,"Official results confirmed the ruling coalition has kept control of parliament after Tuesday's election, securing a narrower majority than in the previous term. Opposition parties made modest gains in urban districts.",2026-05-20,2026-05-21,National,National,governing coalition; parliament,ruling coalition; parliament,SAME_EVENT,"Both report the same national election results, with the second published slightly later and using different phrasing and emphasis on seat totals."
P0017,P006-A,P007-A,POL_006,POL_007,Politics,hard,follow_up,Nationwide Election Results: Governing Coalition Retains Majority,"The governing coalition retained its parliamentary majority in Tuesday's nationwide election, according to results released early Wednesday. Turnout was reported at just under 62 percent, with the coalition securing 214 of 400 seats.",Coalition Talks Begin Between Third-Place Parties,"With no single opposition party close to a majority, leaders of two smaller parties met Thursday to discuss forming a joint coalition ahead of the next parliamentary session, a move that would reshape the balance of committee seats.",2026-05-20,2026-05-22,National,National,governing coalition; election,opposition parties; coalition talks,DIFFERENT_EVENT,"The second article describes a distinct negotiation process among minor parties that emerged after the election, rather than being part of the vote-count reporting itself."
P0018,P006-A,P008-A,POL_006,POL_008,Politics,medium,same_date_different_location,Nationwide Election Results: Governing Coalition Retains Majority,"The governing coalition retained its parliamentary majority in Tuesday's nationwide election, according to results released early Wednesday. Turnout was reported at just under 62 percent, with the coalition securing 214 of 400 seats.",Riverton City Council Election Results Announced,"Results from Tuesday's Riverton city council election were finalized Wednesday, with three incumbents losing their seats to a slate of independent candidates focused on housing policy.",2026-05-20,2026-05-20,National,Riverton,governing coalition; national parliament,Riverton city council,DIFFERENT_EVENT,Elections held on the same date but at completely different levels of government and in different jurisdictions are separate events.
P0019,P009-A,P010-A,POL_009,POL_010,Politics,hard,same_person_different_event,Senator Nair Introduces Climate Resilience Bill,Senator Priya Nair introduced legislation Thursday to fund coastal infrastructure upgrades aimed at reducing flood damage from severe storms. The bill would allocate $3 billion over five years to affected states.,Senator Nair Proposes Healthcare Access Bill,"Priya Nair unveiled a separate piece of legislation Monday focused on expanding rural healthcare access, proposing subsidies for clinics in underserved areas. The bill is unrelated to her earlier infrastructure proposal.",2026-01-15,2026-06-01,"Washington, D.C., USA","Washington, D.C., USA",Priya Nair; climate bill,Priya Nair; healthcare bill,DIFFERENT_EVENT,"Same senator sponsors both bills, but they address entirely different policy areas months apart and are unrelated legislative events."
P0020,P009-A,P009-B,POL_009,POL_009,Politics,very_hard,entity_normalization,Senator Nair Introduces Climate Resilience Bill,Senator Priya Nair introduced legislation Thursday to fund coastal infrastructure upgrades aimed at reducing flood damage from severe storms. The bill would allocate $3 billion over five years to affected states.,Washington Lawmaker Pushes New Climate Funding Measure,"A Washington lawmaker known for her work on infrastructure policy introduced a measure this week directing billions toward coastal flood defenses, citing a string of recent severe storms as justification for the funding.",2026-01-15,2026-01-16,"Washington, D.C., USA","Washington, D.C., USA",Priya Nair; climate bill,Washington lawmaker; flood defense funding,SAME_EVENT,"The second article never names Nair directly, referring to her only as 'a Washington lawmaker,' testing whether the same underlying entity and bill can be matched despite low surface-level entity overlap."
P0021,B001-A,B001-B,BIZ_001,BIZ_001,Business,easy,paraphrase,MeridianBank to Merge With Coral Financial,"MeridianBank announced Monday it will merge with Coral Financial in a deal valued at $4.2 billion, creating one of the largest regional lenders in the country. The combined entity will operate under the MeridianBank name, executives said.","MeridianBank, Coral Financial Agree to $4.2B Merger","In a deal announced this week, MeridianBank will absorb rival lender Coral Financial for $4.2 billion, pending regulatory approval. The merger is expected to close within six months and would expand MeridianBank's footprint into new regional markets.",2026-02-01,2026-02-02,"New York, USA","New York, USA",MeridianBank; Coral Financial,MeridianBank; Coral Financial,SAME_EVENT,Both report the same announced merger and deal value from different outlets with different structure.
P0022,B001-A,B002-A,BIZ_001,BIZ_002,Business,medium,follow_up,MeridianBank to Merge With Coral Financial,"MeridianBank announced Monday it will merge with Coral Financial in a deal valued at $4.2 billion, creating one of the largest regional lenders in the country. The combined entity will operate under the MeridianBank name, executives said.",Regulators Approve MeridianBank-Coral Merger,"Federal regulators gave final approval Wednesday to MeridianBank's acquisition of Coral Financial, clearing the way for the deal announced earlier this year to close next month.",2026-02-01,2026-04-01,"New York, USA","New York, USA",MeridianBank; Coral Financial,MeridianBank; Coral Financial; regulators,SAME_EVENT,"The regulatory approval is a direct, necessary continuation of the merger announced in the first article, forming a single developing event."
P0023,B001-A,B003-A,BIZ_001,BIZ_003,Business,easy,same_entity_different_event,MeridianBank to Merge With Coral Financial,"MeridianBank announced Monday it will merge with Coral Financial in a deal valued at $4.2 billion, creating one of the largest regional lenders in the country. The combined entity will operate under the MeridianBank name, executives said.",MeridianBank Posts Record Quarterly Profit,"MeridianBank reported record quarterly earnings Thursday, driven by strong loan growth and higher interest income. Shares rose 3 percent following the results, which beat analyst expectations.",2026-02-01,2026-07-20,"New York, USA","New York, USA",MeridianBank,MeridianBank; earnings,DIFFERENT_EVENT,"Same company, but a merger announcement and a later unrelated quarterly earnings report are distinct events."
P0024,B004-A,B005-A,BIZ_004,BIZ_005,Business,medium,same_topic_different_event,Oil Prices Surge After OPEC+ Output Cut,"Crude oil prices jumped more than 5 percent Thursday after OPEC+ members agreed to cut production by 1.2 million barrels per day starting next month, citing efforts to stabilize the market.",Oil Prices Fall on Surprise Inventory Build,"Oil prices dropped sharply Tuesday after a government report showed a larger-than-expected increase in crude inventories, raising concerns about weakening demand.",2026-03-05,2026-06-10,Global,Global,OPEC+; oil prices,oil inventories; oil prices,DIFFERENT_EVENT,"Both concern oil price movements, but they are driven by separate, unrelated causes months apart."
P0025,B004-A,B004-B,BIZ_004,BIZ_004,Business,medium,different_source,Oil Prices Surge After OPEC+ Output Cut,"Crude oil prices jumped more than 5 percent Thursday after OPEC+ members agreed to cut production by 1.2 million barrels per day starting next month, citing efforts to stabilize the market.",Crude Jumps as OPEC+ Announces Supply Cut,"Oil markets rallied Thursday following OPEC+'s decision to trim output, with several member states citing the need to support prices amid softening global demand forecasts.",2026-03-05,2026-03-05,Global,Global,OPEC+; oil prices,OPEC+; oil prices,SAME_EVENT,Two outlets covering the identical OPEC+ output-cut announcement and its price impact.
P0026,B006-A,B007-A,BIZ_006,BIZ_007,Business,hard,follow_up,Retailer FrostLine Files for Bankruptcy,"Department store chain FrostLine filed for Chapter 11 bankruptcy protection Friday, citing declining foot traffic and mounting debt. The company said it would continue operating while it restructures.",FrostLine to Close 200 Stores as Part of Restructuring,"FrostLine announced plans Tuesday to close roughly 200 underperforming locations as part of its bankruptcy restructuring process, a move the company says will help it emerge as a leaner retailer.",2026-01-10,2026-01-25,"Dallas, USA","Dallas, USA",FrostLine; bankruptcy,FrostLine; store closures,SAME_EVENT,"The store closures are a direct part of the bankruptcy restructuring process announced in the first article, making them the same overarching event."
P0027,B006-A,B008-A,BIZ_006,BIZ_008,Business,hard,different_incident,Retailer FrostLine Files for Bankruptcy,"Department store chain FrostLine filed for Chapter 11 bankruptcy protection Friday, citing declining foot traffic and mounting debt. The company said it would continue operating while it restructures.",Rival Retailer ClearPath Also Files for Bankruptcy,"ClearPath, a competing department store chain also based in Dallas, filed for bankruptcy protection Saturday, becoming the second major regional retailer to do so this year amid a broader downturn in brick-and-mortar sales.",2026-01-10,2026-02-14,"Dallas, USA","Dallas, USA",FrostLine; bankruptcy,ClearPath; bankruptcy,DIFFERENT_EVENT,"Same city, same industry, and nearly identical language, but these are two separate companies filing separate bankruptcy cases weeks apart."
P0028,B009-A,B009-B,BIZ_009,BIZ_009,Business,medium,different_detail_level,Quantum Loop Raises $200M Series C,"Boston-based startup Quantum Loop announced Thursday it raised $200 million in a Series C round led by a prominent venture firm, valuing the company at $1.5 billion.",Quantum Loop Closes Major Funding Round,"Startup Quantum Loop has secured new funding to expand its logistics-optimization platform, the company confirmed this week, without disclosing the exact amount raised.",2026-05-01,2026-05-01,"Boston, USA","Boston, USA",Quantum Loop; Series C funding,Quantum Loop; funding round,SAME_EVENT,"The second article covers the same funding round with far less detail, omitting the amount and lead investor, but still refers to the same event."
P0029,B009-A,B010-A,BIZ_009,BIZ_010,Business,hard,same_entities_different_date,Quantum Loop Raises $200M Series C,"Boston-based startup Quantum Loop announced Thursday it raised $200 million in a Series C round led by a prominent venture firm, valuing the company at $1.5 billion.",Quantum Loop Raises Series D a Year Later,"Quantum Loop announced a Series D funding round Friday, its second major raise in as many years, as the company pushes into international markets.",2026-05-01,2027-05-01,"Boston, USA","Boston, USA",Quantum Loop; Series C,Quantum Loop; Series D,DIFFERENT_EVENT,"Same startup and similar phrasing, but the two articles describe separate funding rounds a year apart."
P0030,B002-A,B003-A,BIZ_002,BIZ_003,Business,very_hard,same_topic_different_event,Regulators Approve MeridianBank-Coral Merger,"Federal regulators gave final approval Wednesday to MeridianBank's acquisition of Coral Financial, clearing the way for the deal announced earlier this year to close next month.",MeridianBank Posts Record Quarterly Profit,"MeridianBank reported record quarterly earnings Thursday, driven by strong loan growth and higher interest income. Shares rose 3 percent following the results, which beat analyst expectations.",2026-04-01,2026-07-20,"New York, USA","New York, USA",MeridianBank; regulators,MeridianBank; earnings,DIFFERENT_EVENT,"Both articles are positive corporate news about the same bank within the same year, but one is regulatory approval of a merger and the other is an unrelated quarterly earnings report months later."
P0031,SP001-A,SP001-B,SPORT_001,SPORT_001,Sports,easy,paraphrase,Ravenswood United Wins Continental Cup,"Ravenswood United claimed the Continental Cup on Sunday, defeating their rivals 2-1 in a tense final played in Madrid. A late goal in stoppage time sealed the club's first continental title in over a decade.",Late Goal Gives Ravenswood United Continental Title,"A stoppage-time strike lifted Ravenswood United to a 2-1 win in Sunday's Continental Cup final, ending the club's decade-long wait for a major continental trophy in front of a sold-out crowd in Madrid.",2026-06-15,2026-06-15,"Madrid, Spain","Madrid, Spain",Ravenswood United; Continental Cup,Ravenswood United; Continental Cup,SAME_EVENT,"Both articles describe the identical final match, score, and stoppage-time winner."
P0032,SP003-A,SP003-B,SPORT_003,SPORT_003,Sports,medium,different_source,Amara Diallo Breaks 100m World Record,"Sprinter Amara Diallo shattered the women's 100m world record Wednesday at a meet in Zurich, clocking 10.49 seconds to eclipse the previous mark by 0.03 seconds.",New World Record: Diallo Stuns Zurich Crowd,"Amara Diallo produced a stunning run in Zurich, setting a new world record in the 100m with a time that left rivals and spectators alike in disbelief.",2026-07-01,2026-07-01,"Zurich, Switzerland","Zurich, Switzerland",Amara Diallo; 100m world record,Amara Diallo; world record,SAME_EVENT,Different outlets covering the same record-breaking 100m race in Zurich on the same day.
P0033,SP001-A,SP002-A,SPORT_001,SPORT_002,Sports,easy,same_entity_different_event,Ravenswood United Wins Continental Cup,"Ravenswood United claimed the Continental Cup on Sunday, defeating their rivals 2-1 in a tense final played in Madrid. A late goal in stoppage time sealed the club's first continental title in over a decade.",Ravenswood United Opens New Season Campaign,"Ravenswood United began their new league campaign Saturday with a 3-0 win, their first match since lifting the Continental Cup earlier in the summer.",2026-06-15,2026-08-20,"Madrid, Spain",Ravenswood,Ravenswood United,Ravenswood United,DIFFERENT_EVENT,"Same club, but a cup final victory and the start of a new league season are separate events months apart."
P0034,SP003-A,SP004-A,SPORT_003,SPORT_004,Sports,hard,same_person_same_day_different_event,Amara Diallo Breaks 100m World Record,"Sprinter Amara Diallo shattered the women's 100m world record Wednesday at a meet in Zurich, clocking 10.49 seconds to eclipse the previous mark by 0.03 seconds.",Diallo Adds 200m Gold on Same Day in Zurich,"Hours after her record-breaking 100m run, Amara Diallo returned to the track to win the 200m final at the same Zurich meet, completing a rare sprint double.",2026-07-01,2026-07-01,"Zurich, Switzerland","Zurich, Switzerland",Amara Diallo; 100m,Amara Diallo; 200m,DIFFERENT_EVENT,"Same athlete, same meet, and same day, but the 100m record and the separate 200m final are two distinct races and distinct events."
P0035,SP005-A,SP005-B,SPORT_005,SPORT_005,Sports,medium,breaking_update,Rico Alvarez Wins Grand Slam Title,"Rico Alvarez claimed his first Grand Slam title Sunday, defeating the top seed in four sets in the New York final to cap a breakthrough season.",Fans and Rivals React to Alvarez's Grand Slam Breakthrough,"Tennis players and fans reacted with praise Monday after Rico Alvarez's four-set victory in Sunday's Grand Slam final, with several calling it the start of a new era in the sport.",2026-09-10,2026-09-11,"New York, USA","New York, USA",Rico Alvarez; Grand Slam final,Rico Alvarez; Grand Slam,SAME_EVENT,"The reaction piece is directly about the final described in the first article, forming one event."
P0036,SP005-A,SP006-A,SPORT_005,SPORT_006,Sports,medium,same_topic_different_event,Rico Alvarez Wins Grand Slam Title,"Rico Alvarez claimed his first Grand Slam title Sunday, defeating the top seed in four sets in the New York final to cap a breakthrough season.",Alvarez Withdraws From Next Tournament With Injury,"Rico Alvarez announced Sunday he is withdrawing from his next scheduled tournament due to a minor wrist injury sustained in training, a setback that comes just over a week after his Grand Slam win.",2026-09-10,2026-09-20,"New York, USA",Undisclosed,Rico Alvarez; Grand Slam win,Rico Alvarez; injury withdrawal,DIFFERENT_EVENT,"Same player, but winning a tournament and later withdrawing from a different one due to injury are unrelated events."
P0037,SP007-A,SP008-A,SPORT_007,SPORT_008,Sports,hard,follow_up,Chicago Approves Funding for New Stadium,"The Chicago city council voted Tuesday to approve $300 million in public funding toward a new stadium for the Ironhawks, ending months of negotiation over the project's financing.",Construction Begins on New Chicago Stadium,"Crews broke ground Monday on the Ironhawks' new stadium, marking the start of construction following the city council's funding approval earlier this year.",2026-03-01,2026-06-01,"Chicago, USA","Chicago, USA",Chicago city council; Ironhawks stadium,Ironhawks; stadium construction,SAME_EVENT,Construction beginning is a direct continuation of the same stadium project whose funding was approved in the first article.
P0038,SP009-A,SP010-A,SPORT_009,SPORT_010,Sports,hard,different_incident,Ironhawks Trade Star Guard to Western Conference Team,"The Ironhawks traded their star point guard Friday in a multi-player deal with a Western Conference rival, a move general manager described as necessary for long-term roster flexibility.",Comet Sox Trade Forward in Separate Deal,"In an unrelated trade also finalized Friday, the Comet Sox sent their starting forward to another franchise in exchange for draft picks, as the team continues a broader rebuild.",2026-01-10,2026-01-10,Undisclosed,Undisclosed,Ironhawks; trade,Comet Sox; trade,DIFFERENT_EVENT,Two separate trades involving different teams and players that happened to be finalized on the same day.
P0039,SP001-C,SP001-A,SPORT_001,SPORT_001,Sports,medium,different_style,Analysis: How Ravenswood United Won the Continental Cup,"Tactical discipline and a resilient defense were the keys to Ravenswood United's dramatic 2-1 win over their rivals in Sunday's Continental Cup final, coaches and analysts said this week, pointing to a second-half formation change as the turning point in Madrid. The victory, the club's first continental title in more than ten years, capped a season in which Ravenswood overcame a mid-year slump to finish strong across multiple competitions. Supporters filled the streets of the club's home city in celebration following the final whistle, and the team is expected to hold an open-top bus parade later this week.",Ravenswood United Wins Continental Cup,"Ravenswood United claimed the Continental Cup on Sunday, defeating their rivals 2-1 in a tense final played in Madrid. A late goal in stoppage time sealed the club's first continental title in over a decade.",2026-06-19,2026-06-15,"Madrid, Spain","Madrid, Spain",Ravenswood United; tactics,Ravenswood United; Continental Cup,SAME_EVENT,"One is a later tactical analysis piece and the other is breaking match coverage, but both concern the exact same Continental Cup final."
P0040,SP009-A,SP011-A,SPORT_009,SPORT_011,Sports,very_hard,same_entities_different_date,Ironhawks Trade Star Guard to Western Conference Team,"The Ironhawks traded their star point guard Friday in a multi-player deal with a Western Conference rival, a move general manager described as necessary for long-term roster flexibility.",Ironhawks Trade Different Star Ahead of New Season,"A year after their last major trade, the Ironhawks completed another deal Saturday, sending a veteran forward to a conference rival in exchange for two future draft picks.",2026-01-10,2027-01-10,Undisclosed,Undisclosed,Ironhawks; trade,Ironhawks; trade,DIFFERENT_EVENT,"Same team, same calendar date, and similar trade language, but the two articles report on separate trades made a full year apart involving different players."
