pair_id,article_a_id,article_b_id,event_a_id,event_b_id,category,difficulty,relationship_type,article_a_title,article_a_text,article_b_title,article_b_text,date_a,date_b,location_a,location_b,entities_a,entities_b,ground_truth,reason
P0611,P080-A,P080-B,POL_080,POL_080,Politics,easy,paraphrase,Assemblywoman Reyes Leads Passage of Housing Density Bill,"Assemblywoman Carla Reyes helped pass a housing density bill Tuesday, allowing taller residential buildings near transit hubs in an effort to ease the state's housing shortage.",Reyes-Backed Housing Density Bill Clears Legislature,"A housing density bill championed by Assemblywoman Carla Reyes passed the legislature this week, permitting taller buildings near public transit as part of a broader housing push.",2026-02-01,2026-02-01,State capital,State capital,Carla Reyes; housing density bill,Carla Reyes; housing bill,SAME_EVENT,Both articles describe the same housing density bill passage led by Reyes on the same date.
P0612,P080-C,P080-A,POL_080,POL_080,Politics,medium,different_source,What the New Housing Density Law Changes,"The housing density bill that passed this week allows buildings up to eight stories near transit stops, up from a previous four-story limit, according to a summary released by Reyes's office.",Assemblywoman Reyes Leads Passage of Housing Density Bill,"Assemblywoman Carla Reyes helped pass a housing density bill Tuesday, allowing taller residential buildings near transit hubs in an effort to ease the state's housing shortage.",2026-02-02,2026-02-01,State capital,State capital,housing density bill; height limits,Carla Reyes; housing density bill,SAME_EVENT,A details-focused follow-up on the same housing bill passed a day earlier.
P0613,P080-A,P081-A,POL_080,POL_081,Politics,easy,same_entity_different_event,Assemblywoman Reyes Leads Passage of Housing Density Bill,"Assemblywoman Carla Reyes helped pass a housing density bill Tuesday, allowing taller residential buildings near transit hubs in an effort to ease the state's housing shortage.",Reyes Opposes Unrelated Water Rights Bill,"Assemblywoman Carla Reyes voted against a water rights bill Friday, a measure unrelated to the housing density legislation she championed earlier this year.",2026-02-01,2026-04-01,State capital,State capital,Reyes; housing bill,Reyes; water rights vote,DIFFERENT_EVENT,"Same lawmaker, but passing a housing bill and opposing an unrelated water rights bill months later are separate events."
P0614,P080-A,P082-A,POL_080,POL_082,Politics,medium,same_topic_different_event,Assemblywoman Reyes Leads Passage of Housing Density Bill,"Assemblywoman Carla Reyes helped pass a housing density bill Tuesday, allowing taller residential buildings near transit hubs in an effort to ease the state's housing shortage.",Different Lawmaker Introduces Separate Zoning Reform Bill,"A different assembly member introduced a separate zoning reform bill Tuesday, unrelated to the housing density measure that passed earlier in the month.",2026-02-01,2026-02-10,State capital,State capital,housing density bill; Reyes,zoning reform bill; different lawmaker,DIFFERENT_EVENT,"Both concern housing-related legislation in the same month, but they are separate bills led by different lawmakers."
P0615,P083-A,P084-A,POL_083,POL_084,Politics,medium,follow_up,Runoff Election Scheduled for Contested Senate Seat,Election officials scheduled a runoff Tuesday for a closely contested state senate seat after no candidate cleared the required vote threshold.,Runoff Winner Declared for Senate Seat,"The runoff election for the contested senate seat concluded Saturday, with officials declaring a winner after a race that had been scheduled following an inconclusive first round.",2026-04-01,2026-04-25,Undisclosed,Undisclosed,runoff election; senate seat,runoff winner; senate seat,SAME_EVENT,The runoff result is a direct continuation of the same contested senate seat race described in the first article.
P0616,P083-A,P085-A,POL_083,POL_085,Politics,hard,different_incident,Runoff Election Scheduled for Contested Senate Seat,Election officials scheduled a runoff Tuesday for a closely contested state senate seat after no candidate cleared the required vote threshold.,Different District Holds Unrelated Runoff Election,"A separate legislative district held its own runoff election Sunday, unrelated to the senate seat runoff scheduled elsewhere earlier in the month.",2026-04-01,2026-04-05,Undisclosed,Different district,runoff election; senate seat,different district; runoff election,DIFFERENT_EVENT,"Both are runoff election stories from the same general period with similar framing, but they concern two entirely different districts and races."
P0617,P080-B,P086-A,POL_080,POL_086,Politics,hard,same_entities_different_date,Reyes-Backed Housing Density Bill Clears Legislature,"A housing density bill championed by Assemblywoman Carla Reyes passed the legislature this week, permitting taller buildings near public transit as part of a broader housing push.",Reyes Leads Passage of Second Housing Bill a Year Later,"Assemblywoman Carla Reyes helped pass a second housing bill Monday, a year after her density measure, this time focused on accessory dwelling unit permitting.",2026-02-01,2027-02-01,State capital,State capital,Reyes; housing density bill,Reyes; second housing bill,DIFFERENT_EVENT,"Same lawmaker and similar policy area, but the two housing bills passed a year apart are separate legislative events."
P0618,P087-A,P089-A,POL_087,POL_089,Politics,medium,follow_up,Regulator Issues New Data Privacy Rule,"A federal regulator issued a new data privacy rule Monday, requiring companies to disclose data-sharing practices with third parties within 30 days of collection.",Data Privacy Rule Enforcement Begins,"Enforcement of the new data privacy disclosure rule began Wednesday, a month after its announcement, with regulators saying they would issue warnings before pursuing penalties.",2026-06-01,2026-07-01,National,National,regulator; data privacy rule,data privacy rule; enforcement,SAME_EVENT,The enforcement start is a direct continuation of the same data privacy rule announcement described in the first article.
P0619,P087-B,P087-A,POL_087,POL_087,Politics,hard,entity_normalization,Federal Body Mandates New Data-Sharing Disclosures,"A federal regulatory body issued new requirements this week compelling companies to disclose how they share consumer data with outside firms, part of a broader push for digital privacy protections.",Regulator Issues New Data Privacy Rule,"A federal regulator issued a new data privacy rule Monday, requiring companies to disclose data-sharing practices with third parties within 30 days of collection.",2026-06-01,2026-06-01,National,National,federal body; data-sharing rule,regulator; data privacy rule,SAME_EVENT,The second article refers to the regulator only as 'a federal regulatory body' but describes the identical new disclosure rule.
P0620,P084-A,P085-A,POL_084,POL_085,Politics,very_hard,same_topic_different_event,Runoff Winner Declared for Senate Seat,"The runoff election for the contested senate seat concluded Saturday, with officials declaring a winner after a race that had been scheduled following an inconclusive first round.",Different District Holds Unrelated Runoff Election,"A separate legislative district held its own runoff election Sunday, unrelated to the senate seat runoff scheduled elsewhere earlier in the month.",2026-04-25,2026-04-05,Undisclosed,Different district,runoff winner; senate seat,different district; runoff election,DIFFERENT_EVENT,"Both are runoff-election-related stories from the same general period, but the winner declaration concerns the original senate seat race while the second article is an unrelated runoff in a different district."
P0621,B080-A,B080-B,BIZ_080,BIZ_080,Business,easy,paraphrase,Furniture Retailer Cornice Announces Store Expansion,"Furniture retailer Cornice announced Monday it plans to open 50 new stores over the next two years, part of an aggressive expansion strategy following strong online sales growth.",Cornice to Open 50 New Stores,"Cornice unveiled expansion plans this week to open 50 additional stores by 2028, capitalizing on momentum from robust e-commerce performance.",2026-02-01,2026-02-01,Undisclosed,Undisclosed,Cornice; store expansion,Cornice; 50 new stores,SAME_EVENT,Both articles describe the same Cornice expansion plan announced on the same date.
P0622,B080-C,B080-A,BIZ_080,BIZ_080,Business,medium,different_source,Where Cornice Plans to Open Its New Stores,"Cornice's newly announced expansion will focus heavily on suburban markets in the Southeast and Midwest, according to a filing released this week detailing the retailer's site selection criteria.",Furniture Retailer Cornice Announces Store Expansion,"Furniture retailer Cornice announced Monday it plans to open 50 new stores over the next two years, part of an aggressive expansion strategy following strong online sales growth.",2026-02-02,2026-02-01,Undisclosed,Undisclosed,Cornice; store locations,Cornice; store expansion,SAME_EVENT,A location-focused follow-up about the same expansion plan announced a day earlier.
P0623,B080-A,B081-A,BIZ_080,BIZ_081,Business,easy,same_entity_different_event,Furniture Retailer Cornice Announces Store Expansion,"Furniture retailer Cornice announced Monday it plans to open 50 new stores over the next two years, part of an aggressive expansion strategy following strong online sales growth.",Cornice Closes Distribution Center Amid Restructuring,"Cornice announced Monday it is closing a distribution center as part of a supply chain restructuring, a decision unrelated to its recent store expansion plans.",2026-02-01,2026-06-01,Undisclosed,Undisclosed,Cornice; store expansion,Cornice; distribution center closure,DIFFERENT_EVENT,"Same retailer, but announcing store expansion and closing an unrelated distribution center months later are separate events."
P0624,B080-A,B082-A,BIZ_080,BIZ_082,Business,medium,same_topic_different_event,Furniture Retailer Cornice Announces Store Expansion,"Furniture retailer Cornice announced Monday it plans to open 50 new stores over the next two years, part of an aggressive expansion strategy following strong online sales growth.",Rival Retailer Homestead Announces Its Own Expansion,"Competing furniture retailer Homestead announced its own store expansion Wednesday, entering a growth push shortly after a rival's similar announcement.",2026-02-01,2026-02-10,Undisclosed,Undisclosed,Cornice; store expansion,Homestead; store expansion,DIFFERENT_EVENT,"Both are furniture retailer expansion announcements within days of each other, but from two separate, competing companies."
P0625,B083-A,B084-A,BIZ_083,BIZ_084,Business,medium,follow_up,Currency Devalues Sharply Against Dollar,"A national currency devalued sharply against the dollar Monday, dropping 12 percent in a single trading session amid capital flight concerns.",Central Bank Intervenes to Stabilize Currency,"The country's central bank intervened Wednesday to stabilize its currency, two days after a sharp devaluation triggered market panic.",2026-03-01,2026-03-03,National,National,currency devaluation,central bank; currency intervention,SAME_EVENT,The intervention is a direct response to the same currency devaluation event described in the first article.
P0626,B083-A,B085-A,BIZ_083,BIZ_085,Business,hard,different_incident,Currency Devalues Sharply Against Dollar,"A national currency devalued sharply against the dollar Monday, dropping 12 percent in a single trading session amid capital flight concerns.",Different Country's Currency Also Falls Separately,"A different country's currency fell sharply Sunday for unrelated domestic reasons, separate from the devaluation reported elsewhere earlier in the month.",2026-03-01,2026-03-15,National,Different country,currency devaluation,different country; currency fall,DIFFERENT_EVENT,"Both are currency devaluation stories from the same month with similar framing, but they involve two entirely different countries and separate causes."
P0627,B080-B,B086-A,BIZ_080,BIZ_086,Business,hard,same_entities_different_date,Cornice to Open 50 New Stores,"Cornice unveiled expansion plans this week to open 50 additional stores by 2028, capitalizing on momentum from robust e-commerce performance.",Cornice Announces Second Wave of Store Openings a Year Later,"Cornice announced another round of store openings Sunday, a year after its original expansion plan, this time targeting international markets.",2026-02-01,2027-02-01,Undisclosed,International,Cornice; original expansion,Cornice; second expansion wave,DIFFERENT_EVENT,"Same retailer and similar growth strategy, but the two expansion announcements occurred a year apart and are separate business events."
P0628,B087-A,B089-A,BIZ_087,BIZ_089,Business,medium,follow_up,Semiconductor Firm Arclight Announces New Chip Fab,"Semiconductor company Arclight announced Friday it will build a new chip fabrication plant, a $12 billion investment expected to create thousands of jobs.",Construction Begins on Arclight's New Chip Fab,"Construction began Saturday on Arclight's new chip fabrication plant, three months after the company's original investment announcement.",2026-04-01,2026-07-01,Undisclosed,Undisclosed,Arclight; new chip fab announcement,Arclight; fab construction begins,SAME_EVENT,The construction start is a direct continuation of the same fab investment described in the first article.
P0629,B087-B,B087-A,BIZ_087,BIZ_087,Business,hard,different_detail_level,Inside Arclight's $12 Billion Chip Fab Bet,"Arclight's newly announced fabrication plant, unveiled this week, is designed to produce next-generation chips using an advanced manufacturing process the company says will reduce its reliance on overseas foundries, according to details shared with investors. The project is expected to create roughly 6,000 permanent jobs once fully operational, with construction slated to begin within months and production targeted for 2029. State officials said the investment includes significant tax incentives negotiated over the past year, part of a broader push to attract semiconductor manufacturing back to the region.",Semiconductor Firm Arclight Announces New Chip Fab,"Semiconductor company Arclight announced Friday it will build a new chip fabrication plant, a $12 billion investment expected to create thousands of jobs.",2026-04-02,2026-04-01,Undisclosed,Undisclosed,Arclight; fab investment details,Arclight; new chip fab announcement,SAME_EVENT,The second article provides much richer investment and policy detail about the same fab announcement reported briefly in the first.
P0630,B084-A,B085-A,BIZ_084,BIZ_085,Business,very_hard,same_topic_different_event,Central Bank Intervenes to Stabilize Currency,"The country's central bank intervened Wednesday to stabilize its currency, two days after a sharp devaluation triggered market panic.",Different Country's Currency Also Falls Separately,"A different country's currency fell sharply Sunday for unrelated domestic reasons, separate from the devaluation reported elsewhere earlier in the month.",2026-03-03,2026-03-15,National,Different country,central bank; currency intervention,different country; currency fall,DIFFERENT_EVENT,"Both are currency-related stories from the same general period, but the intervention concerns the original devaluation while the second article is an unrelated currency fall in a different country."
P0631,SP080-A,SP080-B,SPORT_080,SPORT_080,Sports,easy,paraphrase,Sprinter Kofi Adjei Wins 400m National Title,"Sprinter Kofi Adjei won the national 400m title Sunday, crossing the line in 44.21 seconds to claim his first senior national championship.",Adjei Claims First National 400m Title,"Kofi Adjei captured his first senior national title in the 400m Sunday, clocking 44.21 seconds in a dominant final.",2026-06-01,2026-06-01,Undisclosed,Undisclosed,Kofi Adjei; 400m national title,Kofi Adjei; national title,SAME_EVENT,Both describe the same 400m national title win by Adjei with the same finishing time on the same date.
P0632,SP080-C,SP080-A,SPORT_080,SPORT_080,Sports,medium,different_source,Adjei's Breakthrough Season Culminates in National Title,"Kofi Adjei's win Sunday caps a breakthrough season for the 22-year-old sprinter, who has steadily lowered his personal best in the 400m throughout the year.",Sprinter Kofi Adjei Wins 400m National Title,"Sprinter Kofi Adjei won the national 400m title Sunday, crossing the line in 44.21 seconds to claim his first senior national championship.",2026-06-02,2026-06-01,Undisclosed,Undisclosed,Kofi Adjei; breakthrough season,Kofi Adjei; 400m national title,SAME_EVENT,A season-recap piece about the same title win reported a day earlier.
P0633,SP080-A,SP081-A,SPORT_080,SPORT_081,Sports,easy,same_entity_different_event,Sprinter Kofi Adjei Wins 400m National Title,"Sprinter Kofi Adjei won the national 400m title Sunday, crossing the line in 44.21 seconds to claim his first senior national championship.",Adjei Withdraws From International Meet,"Kofi Adjei withdrew from an upcoming international meet Monday, citing minor injury management, a decision unrelated to his national title win earlier in the season.",2026-06-01,2026-08-01,Undisclosed,Undisclosed,Adjei; national title,Adjei; meet withdrawal,DIFFERENT_EVENT,"Same athlete, but winning a title and withdrawing from a separate meet two months later are unrelated events."
P0634,SP080-A,SP082-A,SPORT_080,SPORT_082,Sports,medium,same_topic_different_event,Sprinter Kofi Adjei Wins 400m National Title,"Sprinter Kofi Adjei won the national 400m title Sunday, crossing the line in 44.21 seconds to claim his first senior national championship.",Different Sprinter Wins Separate 400m Meet,"A different sprinter won a separate 400m race Thursday, unrelated to the national title won by a rival earlier in the week.",2026-06-01,2026-06-05,Undisclosed,Undisclosed,Adjei; national title,different sprinter; separate meet,DIFFERENT_EVENT,"Both are 400m race wins within the same week, but by two different, unrelated athletes at separate competitions."
P0635,SP083-A,SP084-A,SPORT_083,SPORT_084,Sports,medium,follow_up,Rugby Club Ironbridge Wins League Title,"Rugby club Ironbridge won the league title Sunday, defeating their closest rivals 28-14 in a decisive final match.",Ironbridge Celebrates League Title With Victory Parade,"Thousands turned out Wednesday for Ironbridge's victory parade, celebrating the club's league title win from earlier in the week.",2026-05-01,2026-05-04,Undisclosed,Undisclosed,Ironbridge; league title,Ironbridge; victory parade,SAME_EVENT,The victory parade is a direct continuation of the same league title win described in the first article.
P0636,SP083-A,SP085-A,SPORT_083,SPORT_085,Sports,hard,different_incident,Rugby Club Ironbridge Wins League Title,"Rugby club Ironbridge won the league title Sunday, defeating their closest rivals 28-14 in a decisive final match.",Different Rugby Club Also Wins Separate League Title,"A different rugby club won its own league title Saturday, in an unrelated competition separate from the title won by another club earlier in the week.",2026-05-01,2026-05-02,Undisclosed,Undisclosed,Ironbridge; league title,different club; league title,DIFFERENT_EVENT,"Both are rugby league title wins from the same weekend with similar framing, but they involve two entirely different clubs and separate competitions."
P0637,SP080-B,SP086-A,SPORT_080,SPORT_086,Sports,hard,same_entities_different_date,Adjei Claims First National 400m Title,"Kofi Adjei captured his first senior national title in the 400m Sunday, clocking 44.21 seconds in a dominant final.",Adjei Wins 400m National Title Again the Following Year,"Kofi Adjei defended his 400m national title Sunday, winning for a second consecutive year with an improved time of 44.02 seconds.",2026-06-01,2027-06-01,Undisclosed,Undisclosed,Adjei; 400m national title,Adjei; title defense,DIFFERENT_EVENT,"Same athlete and same title, but the two championship wins are separate annual editions held a year apart."
P0638,SP087-A,SP088-A,SPORT_087,SPORT_088,Sports,medium,follow_up,Gymnast Wins All-Around Title at Nationals,"A gymnast won the all-around title at the national championships Sunday, edging out the defending champion by less than half a point.",Gymnast Reflects on Nail-Biting Title Win,The gymnast who won Sunday's all-around title spoke to reporters Tuesday about the tense final rotation that decided the tightly contested competition.,2026-04-01,2026-04-03,Undisclosed,Undisclosed,gymnast; all-around title,gymnast; post-win interview,SAME_EVENT,The interview is directly about the same title win described in the first article.
P0639,SP087-B,SP087-A,SPORT_087,SPORT_087,Sports,hard,different_detail_level,Breaking Down the Final Rotation That Decided Nationals,"Sunday's all-around title came down to the final rotation on floor exercise, where the eventual champion needed a near-flawless routine to overtake the overnight leader, judges and coaches said. The margin of victory, 0.42 points, was among the closest in the competition's history, with several commentators noting a controversial deduction on the runner-up's landing that ultimately proved decisive. The winning gymnast said afterward that a last-minute change to her floor routine, made just weeks before the competition, gave her the confidence to attempt a higher-difficulty pass under pressure.",Gymnast Wins All-Around Title at Nationals,"A gymnast won the all-around title at the national championships Sunday, edging out the defending champion by less than half a point.",2026-04-02,2026-04-01,Undisclosed,Undisclosed,gymnast; final rotation detail,gymnast; all-around title,SAME_EVENT,The second article gives a detailed account of the same title-deciding rotation reported briefly in the first.
P0640,SP084-A,SP085-A,SPORT_084,SPORT_085,Sports,very_hard,same_topic_different_event,Ironbridge Celebrates League Title With Victory Parade,"Thousands turned out Wednesday for Ironbridge's victory parade, celebrating the club's league title win from earlier in the week.",Different Rugby Club Also Wins Separate League Title,"A different rugby club won its own league title Saturday, in an unrelated competition separate from the title won by another club earlier in the week.",2026-05-04,2026-05-02,Undisclosed,Undisclosed,Ironbridge; victory parade,different club; league title,DIFFERENT_EVENT,"Both are rugby league celebration stories from the same general stretch, but the victory parade concerns Ironbridge's title while the second article is an unrelated title won by a different club."
P0641,SC080-A,SC080-B,SCI_080,SCI_080,Science,easy,paraphrase,Researchers Identify Gene Linked to Rare Immune Disorder,"Scientists identified a gene mutation Sunday linked to a rare immune disorder, a discovery that could pave the way for targeted treatments.",Gene Mutation Behind Rare Immune Disorder Identified,"Researchers reported this week they have pinpointed the specific gene mutation responsible for a rare immune disorder, opening the door to potential targeted therapies.",2026-02-01,2026-02-01,Undisclosed,Undisclosed,immune disorder; gene mutation,immune disorder; gene identification,SAME_EVENT,Both describe the same gene mutation discovery linked to the immune disorder announced the same week.
P0642,SC080-C,SC080-A,SCI_080,SCI_080,Science,medium,different_source,How Scientists Traced the Immune Disorder to a Single Gene,"The gene mutation identified this week was traced using whole-genome sequencing of affected families, researchers explained, a technique that could speed identification of other rare genetic disorders.",Researchers Identify Gene Linked to Rare Immune Disorder,"Scientists identified a gene mutation Sunday linked to a rare immune disorder, a discovery that could pave the way for targeted treatments.",2026-02-03,2026-02-01,Undisclosed,Undisclosed,immune disorder gene; sequencing technique,immune disorder; gene mutation,SAME_EVENT,A methodology-focused follow-up about the same gene discovery announced earlier in the week.
P0643,SC080-A,SC081-A,SCI_080,SCI_081,Science,easy,same_entity_different_event,Researchers Identify Gene Linked to Rare Immune Disorder,"Scientists identified a gene mutation Sunday linked to a rare immune disorder, a discovery that could pave the way for targeted treatments.",Same Research Team Identifies Different Gene Mutation,"The same research group announced Wednesday it has identified a different gene mutation linked to an unrelated disorder, separate from its earlier immune disorder discovery.",2026-02-01,2026-07-01,Undisclosed,Undisclosed,immune disorder gene; research team,different gene; same team,DIFFERENT_EVENT,"Same research team, but identifying two different gene mutations for unrelated disorders months apart are separate discovery events."
P0644,SC080-A,SC082-A,SCI_080,SCI_082,Science,medium,same_topic_different_event,Researchers Identify Gene Linked to Rare Immune Disorder,"Scientists identified a gene mutation Sunday linked to a rare immune disorder, a discovery that could pave the way for targeted treatments.",Different Lab Studies Separate Immune Disorder,"A different laboratory announced its own findings Sunday on an unrelated immune disorder, distinct from the gene discovery reported earlier in the month.",2026-02-01,2026-02-15,Undisclosed,Undisclosed,immune disorder gene; team,different immune disorder; different lab,DIFFERENT_EVENT,"Both are immune-disorder research findings published close together, but they involve different disorders and completely unrelated research teams."
P0645,SC083-A,SC084-A,SCI_083,SCI_084,Science,medium,follow_up,Astronomers Observe Unusual Stellar Explosion,"Astronomers observed an unusual stellar explosion Sunday, noting the event released far more energy than typical supernovae, prompting further investigation.",Follow-Up Study Reveals Cause of Unusual Stellar Explosion,"A follow-up study published Saturday identified the likely cause of the unusual stellar explosion observed earlier this year, pointing to a rare binary star collision.",2026-03-01,2026-08-01,Undisclosed,Undisclosed,stellar explosion; observation,stellar explosion; cause identified,SAME_EVENT,The cause identification is a direct continuation of the same stellar explosion observation described in the first article.
P0646,SC083-A,SC085-A,SCI_083,SCI_085,Science,hard,different_incident,Astronomers Observe Unusual Stellar Explosion,"Astronomers observed an unusual stellar explosion Sunday, noting the event released far more energy than typical supernovae, prompting further investigation.",Different Unusual Stellar Event Observed by Separate Team,"A separate research team observed a different unusual stellar event Friday, unrelated to the explosion reported earlier this year by a different group.",2026-03-01,2026-03-20,Undisclosed,Undisclosed,stellar explosion; observation,different stellar event; separate team,DIFFERENT_EVENT,"Both are unusual stellar event observations from the same general period with similar framing, but they involve two entirely separate events observed by different teams."
P0647,SC080-B,SC086-A,SCI_080,SCI_086,Science,hard,same_entities_different_date,Gene Mutation Behind Rare Immune Disorder Identified,"Researchers reported this week they have pinpointed the specific gene mutation responsible for a rare immune disorder, opening the door to potential targeted therapies.",Research Team Identifies Immune Disorder Gene in Second Population,"The team behind the original immune disorder gene discovery confirmed the same mutation in a second population a year later, broadening the finding's clinical relevance.",2026-02-01,2027-02-01,Undisclosed,Undisclosed,immune disorder; gene identification,immune disorder gene; second population,DIFFERENT_EVENT,"Same research team and gene, but the original discovery and its confirmation in a different population a year later are distinct reported milestones."
